ADDRESS;ORIGINAL_LAT;ORIGINAL_LNG
Алексин, ул. Тульская, д. 129;54.51023907015442;37.11407549999995
Ангарск, ул. 40 лет Октября, д. 119;52.52341607172051;103.87931099999984
Архангельск, проспект Обводный канал, д. 9, корп. 3;64.536292;40.558863
Баксан, ул. Карачаева, д. 2Б;43.6768608;43.5373535
Балашиха, ул. Ситникова, д. 4;55.789183068943366;37.88051849999989
Балашиха, мкр. Дзержинского, д. 46;55.77681106897122;37.89840350000002
Балашиха, ул. Колхозная, д. 12, корп. 2;55.74399356897626;38.02040399999992
Балашиха, ул. Советская, д. 15а;55.75665506897899;38.082145000000004
Балашиха, ул. Жилгородок, д. 7а;55.750758;37.988783
Балашиха, ул. Кожедуба, д. 10;55.82527928;37.949401
Балашиха, проспект Ленина, д. 7/1;55.79779178;37.9309045
Боброво, ЖК Восточное Бутово, ул. Лесная, д. 20 к.1;55.53355206917952;37.618955500000006
Брянск, Московский проспект, д. 140;53.208094;34.4585449
Видное, ул. Березовая, д. 9;55.541585569170444;37.72233399999999
Волгодонск, ул. Ленина, д. 100;47.5115173;42.161826
Волгодонск, ул. Энтузиастов, д. 32А;47.52169011385691;42.19760081831743
Воскресенск, ул. Победы, д. 14А;55.32471906941473;38.6797225
Вязьма, ул. Ленина, д. 38;55.21577;34.304231
Дзержинский, ул. Угрешская, д. 24;55.63211356910565;37.858401499999985
Дмитров, ул. Пионерская, д. 2;56.34216138452308;37.53568426256552
Долгопрудный, ул. Дирижабельная, д. 11;55.937845;37.51002900000003
Домодедово, ул. Курыжова, д. 21;55.39791456933587;37.772872999999976
Домодедово, ул. Кирова, д. 7, корп. 1 ;55.43935428;37.7501455
Дрожжино, Новое шоссе, д. 13;55.52694856919228;37.59065899999999
Ессентуки, ул. Володарского, д. 44;44.04049557459532;42.85576549999997
Ессентукская, ул. Павлова, д. 6а;44.02832457456392;42.87920249999999
Жуковский, ул. Королева, д. 6, стр. 2;55.60909;38.092539
Залукокоаже, ул. Комсомольская, д. 91;43.896443574575834;43.221900999999995
Звенигород, мкр. Пронина, д. 5;55.741895568970875;36.856366999999956
Зеленоград, корпус 1801Б;55.97803456874222;37.165234500000004
Зеленоград, корпус 250;56.00595306872433;37.20322449999991
Ивантеевка, ул. Толмачева, д. 1а;55.969134013685235;37.91201317790972
Истра, ул. 9-й Гвардейской дивизии, д. 42;55.91265756881317;36.8641555
Кашира, ул. Юбилейная, д. 11;54.839981569854324;38.247552
Керчь, ул. К. Маркса, д. 16Б;45.358385074554185;36.4698399999999
Киржач, ул. Серегина, д. 5;56.162404;38.8716269
Клин, ул. Гагарина, д. 4/10;56.333392;36.731414
Коломна, ул. Октябрьской революции, д. 318а;55.09188078;38.7744945
Королёв, проспект Королева, д. 5Д, ТЦ “Статус”, 3 этаж;55.921802;37.84325899999999
Котельники, ул. Сосновая, д. 2, корп. 4;55.67471706906632;37.85452999999996
Красково, ул. Карла Маркса, д. 61;55.658143992472134;37.98227422320928
Красногорск, ул. Карла Маркса, д. 61;55.658143992472134;37.98227422320928
Краснознаменск, ул. Победы, д. 15г;55.59536721;37.03606484
Лобня, ул. Физкультурная, д. 4;56.007166;37.45027
Лопатино, ул. Сухановская, д. 19;55.53253306917689;37.64022799999994
Луховицы, ул. 40 лет Октября, д. 36/7;54.952234;39.022714
Люберцы, ул. Дружбы, д. 7, корп. 1;55.70269806901913;37.963504500000006
Люберцы, Комсомольский проспект, д. 16/2;55.691196;37.906597
Люберцы, пос. ВУГИ, д. 18;55.66019578;37.9314075
Люберцы, ул. Кирова, д. 51;55.679605;37.884992
Малино, р.п. Малино, ул. Донская, д. 3;55.11230906957967;38.174518999999975
Махачкала, Проспект Петра I, д. 125;42.960559074477025;47.5514395
Махачкала, ул. Магомеда Гаджиева, д. 27А;42.983724;47.498751
Мисайлово, Литературный бульвар, д. 2;55.55719506918082;37.813880999999995
Монино, Новинское шоссе, д. 4;55.82809606892407;38.20662449999989
Москва, 3-й Автозаводский проезд, д. 4;55.70669006902935;37.65498699999997
Москва, ул. Профсоюзная, д. 5/9;55.68441377722776;37.57115095767206
Москва, Варшавское шоссе, д. 158, корп. 2;55.583871069130446;37.59566249999999
Москва, ул. Бауманская, д. 33/2, стр. 8;55.772487;37.67996
Москва, ул. Плещеева, д. 8;55.884878;37.608414
Москва, Лазоревый проезд, д. 1;55.84874056888765;37.6387365
Москва, ул. Адмирала Лазарева, д. 6;55.54617456918221;37.54132349999993
Москва, ул. Грина, д. 30;55.56809;37.569702
Москва, Головинское шоссе, д. 7;55.839572068893894;37.49318249999998
Москва, Боровское шоссе, д. 2, корп. 7;55.66227899966765;37.41597778042602
Москва, ул. Генерала Кузнецова, д. 20;55.68633993006583;37.85589036742902
Москва, ул. Херсонская, д. 17;55.65274424695543;37.563458417825615
Москва, ул. Маросейка, д. 6-8;55.757455;37.634371
Москва, ул. Воронцовская, д. 26;55.73580906898496;37.659388999999926
Москва, Можайское шоссе, д. 31, кор. 1;55.71851656902998;37.42039199999996
Москва, Гришина, д. 16;55.72259306901064;37.41819149999998
Москва, Жулебинский бульвар, д. 10/6;55.69853856903821;37.849643
Москва, ул. Люблинская, д. 165, корп. 2;55.649683;37.745945000000006
Москва, ул. Митинская, д. 44;55.848356568886665;37.35771649999998
Москва, ул. Мосфильмовская, д. 17/25;55.715166013490055;37.51533475197603
Москва, проспект Ленинский, д. 89/2;55.67793556904478;37.53162149999994
Москва, п. Северный, Дмитровское шоссе, д. 165Д, корп. 6;55.923513068811175;37.54322749999996
Москва, ул. Планерная, д. 3, корп. 1;55.86000906888679;37.432663000000005
Москва, ул. Большая Черкизовская, д. 3, корп. 2;55.79788256893589;37.716683499999974
Москва, п. Внуковское, ул. Корнея Чуковского, д. 1 ;55.63589906908563;37.32978799999999
Москва, п. Внуковское, ул. Лётчика Грицевца, д. 6;55.622736069111305;37.304815000000005
Москва, Рязанский проспект, д. 38;55.717325;37.78844
Москва, ул. Малая Юшуньская, д. 3;55.65512545;37.58995101
Москва, ул. Ткацкая, д. 28/14;55.78629806893591;37.73397599999989
Москва, ЖК Бунинские луга, ул. Александры Монаховой, д. 88, корп. 3  ;55.54386015575187;37.48481348413081
Москва, бульвар Яна Райниса, д. 31;55.8488169;37.4192554
Москва, ул. Люблинская, д. 9, корп. 1;55.71160192868713;37.73062413682832
Москва, ул. Поляны, д. 5А, корп. 1;55.555183069175655;37.55400749999991
Москва, Комсомольский проспект, д. 28;55.72687706902164;37.57964549999999
Москва, ул. Бирюлевская, д. 1, корп. 1;55.60195056914715;37.66475200000001
Москва, ул. Барышевская Роща, д.1;55.50031506921299;37.54119749999992
Москва, ул. Новогиреевская, д. 3а;55.762779655893986;37.79480739260769
Москва, Ленинский проспект, д. 111 корп. 1;55.661557;37.509343
Москва, Проспект Мира, д. 114;55.808511;37.6378979
Москва, ул. Лескова, д. 5;55.898699568836975;37.59373099999992
Москва, Ленинградский проспект, д. 66;55.802725068918534;37.52597999999999
Москва, ул. Менжинского, д. 29;55.87039;37.656029
Москва, ул. 3-я Филёвская, д. 8, корп. 2;55.739819;37.499884
Москва, Хорошевское шоссе, д. 22;55.7746039;37.5432379
Москва, ул. Петрозаводская, д. 24, корп. 2;55.868167;37.494072
Москва, ул. Профсоюзная, д. 104;55.64192006910112;37.52345599999998
Москва, ул. Липецкая, д. 48;55.581083;37.680886
Москва, Перервинский бульвар, д. 1;55.663725;37.763899
Москва, ул. Перерва, д. 49;55.660668069089745;37.74994799999999
Москва, ул. Ивантеевская, д. 32, корп. 3;55.81440606894856;37.730292999999904
Москва, ул. Южнобутовская, д. 80;55.534352;37.517536
Москва, Варшавское шоссе, д. 76, корп. 2;55.654493;37.617878
Москва, ул. Ярославская, д. 15, стр. 2;55.819984;37.64711299999999
Москва, ул. Дубнинская, д. 27, корп. 1;55.863707;37.565003
Москва, Ленинградское шоссе, д. 13, корп. 1;55.818684;37.497153
Москва, ул. Большая Академическая, д. 39;55.832908;37.53233399999999
Москва, Новотушинский проезд, д. 6, корп. 1;55.83702956891726;37.38319299999997
Москва, ул. Школьная, д. 1, корп. 1;55.52064506920582;37.21611549999992
Москва, ул. Верхняя Масловка, д. 29;55.798759;37.5568319
Москва, ул. Люсиновская, д. 36/50;55.72229406900985;37.62153400000001
Москва, ул. Генерала Белова, д. 28, корп. 1;55.60567022879331;37.724602652778565
Москва, ул. Трифоновская, д. 11;55.78888406894255;37.611841000000005
Москва, ул. Парковая 1-я, д. 11;55.7907959;37.77756690000001
Москва, ул. Кантемировская, д. 29, корп. 2;55.6373644;37.66390639999997
Москва, ул. Петра Романова, д. 6;55.70830806903346;37.68066999999998
Москва, проспект Андропова, д. 29;55.675687;37.664824
Москва, ул. Коломенская, д. 12, корп. 2;55.68191144898524;37.695330973541225
Москва, ул. Липовый парк, д. 7, корп. 2;55.56762207714185;37.4901626269836
Москва, ул. Русаковская, д. 1;55.78192;37.670158
Москва, Осенний бульвар, д. 20, корп. 1;55.76363911068241;37.40805454232782
Москва, ул. Юных Ленинцев, д. 59, корп. 1;55.701171069015196;37.76217399999999
Москва, ул. Молодогвардейская, д. 2, корп. 1;55.733901;37.44254799999999
Москва, Кутузовский проспект, д. 43;55.738145;37.528981
Москва, ул. Дмитриевского, д. 23, корп. 1;55.71112806904079;37.89689449999998
Москва,  ул. Краснодарская, д. 57, корп. 2;55.67663056904142;37.76863299999996
Москва, ул. Донецкая, д. 30, корп. 1;55.645476569080444;37.70721549999994
Москва, ул. Грекова, д. 14, корп. 1;55.88981527662934;37.66332349999997
Москва, ул. Новослободская, д. 31, стр. 1;55.781955;37.597836
Москва, ул. Озерная, д. 2, корп. 2;55.689076;37.4700159
Москва, ул. Радужная, д. 11;55.592271;37.37085
Москва, ул. Рождественская, д. 37;55.70086656904419;37.928703999999975
Москва, Носовихинское шоссе, д. 5;55.74562006901024;37.857494499999966
Москва, Боровское шоссе, д. 46;55.636524069087244;37.34839199999997
Москва, пос. Десеновское, ул. 2-я Нововатутинская, д. 5;55.518442131770854;37.351322752639746
Москва, ул. Большая Очаковская, д. 28;55.681525633115584;37.45285507328006
Москва, ул. Маршала Бирюзова, д. 41;55.79905128;37.4821245
Москва, ул. Декабристов, д. 20 корп. 1;55.86320291124247;37.60732394231925
Москва, ул. Кожевническая, д. 7, стр. 1;55.730339160273;37.64526714418031
Москва, Измайловский бульвар, д. 58;55.796405;37.811878
Москва, ул. Новогиреевская, д. 3а (при лаборатории);55.762753;37.794999
Москва, ул. Народного Ополчения, д. 21, корп. 1;55.77753006897304;37.47728249999999
Москва, ул. Кировоградская, д. 28, корп. 1;55.609477;37.601771
Москва, ул. Новаторов, д. 4;55.669285;37.521686
Москва, Мичуринский проспект, д. 9;55.70132828;37.507412
Москва, проспект Мира, д. 188Б, корп. 4;55.83499626113305;37.66015894180286
Москва, ул. Талдомская, д. 17, корп. 1;55.874329;37.523501
Москва, ул. Нежинская, д. 8, корп. 4;55.71008328;37.4714615
Москва, Троилинский переулок, д. 4/7;55.748217;37.58457199999998
Москва, Солнцевский проспект, д. 10;55.65164828;37.4016085
Москва, ул. Кулакова, д. 19;55.806216;37.396704
Москва, Ананьевский переулок, д. 5, стр. 9;55.771505;37.63451299999997
Москва, ул. Николоямская, д. 31;55.747312568984796;37.65714299999998
Москва, ул. Профсоюзная, д. 146, корп. 1;55.623625;37.507008
Москва, Красностуденческий проезд, д. 1;55.824855;37.565237
Москва, Парковый переулок, д. 4;55.491314;37.304141
Москва, ул. Тушинская, д. 12;55.82702906892135;37.44828499999997
Москва, ул. 1905 года, д. 7, корп. 1;55.761441568961494;37.55873250000002
Москва, Ломоносовский проспект, д. 23;55.690469;37.53651
Москва, ул. Милашенкова, д. 8;55.82525989659267;37.58534791534425
Москва, проспект Балаклавский, д. 16, корп. 2;55.64213306910162;37.5993455
Москва, ул. Шаболовка, д. 50;55.713676;37.60605499999997
Москва, ул. Мусы Джалиля, д. 4, корп. 6;55.62869278;37.7406775
Москва, проспект Буденного, д. 30А;55.76150970400313;37.73469637301628
Москва, ул. Уральская, д. 6, корп. 1;55.813894;37.799289
Москва, ул. Маршала Савицкого, д. 26, корп. 2;55.503038;37.594549
Москва, ул. Авиационная, д. 63;55.80963257828561;37.455311134918205
Москва, Проспект Вернадского, д. 127;55.653138;37.481194
Москва, ул. Кировоградская, д. 8 корп. 4;55.62685806912186;37.610062499999955
Москва, ул. Ясногорская, д. 17/1;55.60213856914762;37.5332385
Москва, Милютинский переулок, д. 15, стр. 1;55.76508306900067;37.63191849999999
Мурманск, пр-т Кольский, д. 61;68.925693;33.107832
Мурманск, ул. Лобова, д. 4;69.0150577;33.103556
Мытищи, 2-й Щелковский проезд, д. 3;55.922978568839696;37.78377849999998
Мытищи, ул. Веры Волошиной, д. 9/2;55.89302163571917;37.723963838066126
Мытищи, ул. Воровского, д. 1 ;55.9187263;37.7616626
Мытищи, ул. Институтская 2-я, д. 26;55.92971727624197;37.79676653306575
Мытищи, ул. Колпакова, д. 25;55.918646;37.729134
Мытищи, ул. Юбилейная, д. 30;55.90784406883066;37.70911049999998
Назрань, ул. Чеченская, д. 8а;43.219420574526424;44.75436399999997
Нальчик, ул. Ашурова, д. 22;43.50338707453785;43.64432449999995
Нальчик, ул. Тургенева, д. 54;43.49271158704025;43.59889779521484
Нальчик, ул. Шортанова, д. 81;43.482943074534965;43.592815499999986
Наро-Фоминск, ул. Ефремова, д. 9В;55.38712606933785;36.7418675
Нарткала, ул. Кабардинская, д. 147Е;43.5495400745571;43.845772
Нахабино, ул. Королева, д. 5;55.85109043402812;37.193189338754735
Нахабино, ул. Чкалова, д. 5;55.83849056892099;37.183614499999955
Невинномысск, ул. Павлова, д. 1Г;44.64026207459793;41.930931999999956
Нижневартовск, ул. Нефтяников, д. 15;60.93937106279973;76.576653
Новомосковск, ул. Свердлова/Садовского, д. 38/40;54.015766;38.300876
Новосибирск, ул. Коммунистическая, д. 77;55.02481156968;82.932997
Новый Уренгой, Тундровый микрорайон, д. 2;66.08106455474243;76.63840299999998
Ногинск, ул. 3-его Интернационала, д. 39;55.85708507049973;38.4502863200988
Ногинск, ул. Белякова, д. 35А;55.86113056885984;38.440949999999965
Одинцово,  ул. Гвардейская, д. 11 ;55.65588160862743;37.22945981772272
Одинцово, Дачный поселок Лесной Городок, ул. Фасадная, д. 2, корп. 2;55.634496;37.215594
Одинцово, Можайское шоссе, д. 165;55.688649;37.307088
Одинцово, ул. Сколковская, д. 1Б;55.69512356902938;37.32451500000001
Омск, ул. Заозерная, д. 21;55.039310569658156;73.31310049999985
Орел, Бульвар Победы, д. 2А;52.97245307138066;36.06160049999995
Оренбург, ул. Джангильдина, д. 3;51.828336072215095;55.155965499999965
Орск, проспект Ленина, д. 36;51.232959;58.473952199999985
Печора, Печорский проспект, д. 90ж;65.1292309;57.1634371
Подольск, проспект 50 лет Октября, д. 11;55.375869069368264;37.540802499999934
Подольск, ул. Рабочая, д. 16/33;55.43207606927522;37.556378999999986
Подольск,  ул. Ленинградская, д. 11;55.42546078;37.497279
Подольск, ул. Свердлова, д. 21;55.423775;37.539185
Путилково, ул. Новотушинская, д. 2;55.86848774298146;37.39695571163937
Пушкино, Московский проспект, д. 57, корп. 1;55.99759618137204;37.8607139576721
Пушкино, ул. Просвещения, д. 13, корп. 3;56.02777606872066;37.85527549999989
Раменское, ул. Приборостроителей, д. 1а;55.57701678;38.2514415
Раменское, ул.Чугунова, д. 11/1;55.575042069167225;38.21007399999998
Реутов, ул. Новая, д. 3;55.757506;37.852006
Реутов, Юбилейный проспект, д. 61;55.753995469790894;37.88273177976229
Рязань, ул. Мервинская, д. 30;54.63334547850246;39.67308381712714
Санкт-Петербург, Проспект Науки, д. 17, корп. 6;60.01405006405487;30.391550999999968
Саранск, ул. Полежаева, д. 58;54.18954557041475;45.17413749999997
Саратов, ул. им. А.М. Горького, д. 28;51.52992557238284;46.02950449999997
Свердловский, ул. Молодежная, д. 1;55.900698068812304;38.1524295
Севастополь, проспект Октябрьской Революции, д. 67;44.5893153;33.4630975
Севастополь, ул. Партизанская, д. 5;44.6101803;33.5167455
Сергиев Посад, ул. Дружбы, д. 9А;56.3302445028091;38.144897686508166
Серпухов, ул. Дружбы, д. 9А;56.3302445028091;38.144897686508166
Симферополь, ул. Ленина, д. 4;44.95070352262111;34.10805206018823
Смоленск, проспект Гагарина, д. 29/1;54.761914069918966;32.04624800000001
Смоленск, ул. Лавочкина, д. 47/1;54.80484056988196;32.00537449999994
Смоленск, ул. Юрьева, д. 2;54.810922069868106;32.044846499999984
Солнечногорск, ул. Юности, д. 2;56.17978078;37.0032955
Ставрополь, ул. Мира, д. 274;45.0379168;41.9756816
Старая Купавна, ул. Кирова, д. 19;55.8027400689186;38.182199499999975
Ступино, ул. Кирова, д. 19;55.8027400689186;38.182199499999975
Тверь, Петербургское шоссе, д. 75;56.875453;35.838162
Тверь, ул. Рыбацкая, д. 3;56.85977806785535;35.91955899999999
Тверь, ул. Софьи Перовской, д. 14;56.85914327;35.8859975
Терек, ул. Ленина, д. 51;43.485599;44.146339
Тула, ул. Лейтейзена, д. 6;54.19556128;37.600675
Тула, ул. М. Горького, д. 1;54.213014;37.624157
Углич, ул. Ярославская, д. 32Б;57.53059256712623;38.32878649999996
Удельная, ул. Ярославская, д. 32Б;57.53059256712623;38.32878649999996
Улан-Удэ, ул. Ключевская, д. 76А;51.81983;107.658434
Фрязино, ул. Нахимова, д. 14а;55.957695;38.031531
Хасавюрт, ул. Новая 1-й проезд, д. 1Б;43.2241128842639;46.60087693615793
Химки, Куркинское шоссе, д. 17;55.88482228;37.3924185
Химки, проспект Мельникова, д. 37;55.90838777808514;37.394978110450694
Химки, Юбилейный проспект, д. 50;55.887845;37.416633
Черноголовка, ул. Лесная, д. 9;56.01351756871389;38.37668449999993
Черноморское, ул. Кирова, д. 50Б;45.50732757455112;32.704677
Чехов, ул. Московская, д. 84, корп. 1;55.15037056958876;37.45992699999995
Щелково, 1-ый Советский переулок, д. 19;55.91955856883087;38.00420749999996
Щелково, ул. Талсинская, д. 23;55.927346;37.986007
Электросталь, ул. Советская, д. 10/2;55.79042639999999;38.436420999999996
Электросталь, ул. Ялагина, д. 7;55.767914;38.42885
Электроугли, ул. Школьная, д. 49;55.71837478;38.2270075
Якутск, ул. Ломоносова, д. 45;62.028217;129.71811
Ялта,  переулок Новый, д. 2а;44.49156999361899;34.153613902446715
